"text","word_scores","compound","pos","neu","neg","but_count"
"mps affected by the partys step aside resolution","{0, -0.6, 0, 0, 0, 0, 0, 0}",-0.153,0,0.814,0.186,0
"leaders in pietermaritzburg last week that he was being targeted because he was seen as a potential candidate for party president next year","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0}",0.402,0.109,0.891,0,0
"hello games has warped its new free prisms content update into galactic orbit including a total visual revamp of the game and the debut of new “trusty airborne steeds”","{0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.511,0.105,0.895,0,0
"the woman from shanghai is accused of hiding her husbands death by leaving his body in a hospital morgue and collecting his pension each month","{0, 0, 0, 0, 0, -1.2, 0, -1.2, 0, 0, -2.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.807,0,0.726,0.274,0
"comes out swinging with eye catching styling cutting edge tech and all manner of safety","{0, 0, 0, 0, 0, 0, 0, -0.5, 0, 0, 0, 0, 0, 0, 1.8}",0.318,0.162,0.751,0.087,0
"about their opposition to what they described as “white monopoly capital” or big business","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"alec moemi said the financial implications of many accidents are becoming the governments responsibility but this shouldnt be the case","{0, 0, 0, 0, 0, 0, 0, 0, -0.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.166,0,0.92,0.08,1
"when they secured a bonus point win over the lions at ellis park on saturday","{0, 0, 1.7, 0, 2.5, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0}",0.875,0.455,0.545,0,0
"mihlali ndamase did not believe it when she was informed she was nominated for the forbes under list","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"mamelodi sundowns have joined thousands of football fans around the country to pay tribute to the clubs former communications manager thulani thuswa","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.103,0,0.938,0.062,0
"while there arent many local players who make it to another country for esports there are some with a prime example being johnny “u jtu ” theodosiou aran “u sonicu ” groesbeek and coach tiaan “u tcu ” coertzen currently playing for extra salts","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0}",0.202,0.04,0.96,0,0
"simon sauls who was one of only two surviving people who could speak the nuu language in sa has died","{0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.6}",-0.34,0.092,0.756,0.151,0
"feared for my life criselda shared","{-2.2, 0, 0, 0, 0, 1.4}",-0.202,0.25,0.417,0.333,0
"durban man has been sentenced to years behind bars for the brutal murder of his girlfriend and their three year old child who both succumbed to their injuries after a violent attack","{0, 0, 0, 0, -0.1, 0, 0, 0, 0, 0, 0, -3.1, -3.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.9, -2.1}",-0.951,0,0.615,0.385,0
"have illicitly benefited from the payout of social development grants while behind bars in sa social development minister lindiwe zulu revealed","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.226,0.087,0.913,0,0
"and joined the sharks rugby team","{0, 0, 0, 0, 0, 0}",0,0,1,0,0
"president cyril ramaphosa said it was an opportunity to discuss the country’s recovery plan after the covid pandemic saying it was “slowly but steadily yielding results”","{0, 0, 0, 0, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.226,0.071,0.929,0,1
"am found lost for words gone too soon said pitso mosimane","{0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0}",-0.318,0,0.813,0.187,0
"not everyone was buying sarahs opinions on the matter","{0, 0, 0, 0, 0, 0, 0, 0, 0.1}",0.026,0.121,0.879,0,0
"bafana bafana were dealt a huge blow before their international friendly match against uganda in soweto on thursday after the talismanic percy tau and midfielders teboho mokoena and sipho mbule were ruled out of the match due to covid","{0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.67,0.129,0.871,0,0
"said on monday","{0, 0, 0}",0,0,1,0,0
"kwazulu natal premier sihle zikalala said the province is not in the third wave of covid infections yet but warned against complacency which could lead to a surge in infections","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.392,0,0.916,0.084,1
"all kinds of rumours are flying around as to the cause of death which is why we would like to emphasise that ms surtie richards did not commit suicide said the family in a statement","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.9, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, -0.888, 2.59, 0, 0, 0, 0, 0, 0}",0.078,0.142,0.723,0.135,0
"with further breakdowns and delays in returning generating units load shedding will be implemented from between pm and pm on monday","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"new chinese policy allowing couples to have up to three children could support fertility but was unlikely to dramatically change its birth rate ratings agency moodys investors service said on monday","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.214,0.058,0.942,0,1
"medical association on monday called for the government to impose stronger lockdown regulations","{0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 1.6, 0, 0}",0.103,0.165,0.696,0.139,0
"former blue bulls rugby player joseph ntshongwana who was sentenced in to five life terms for four murders and a rape has failed in his bid for freedom","{0, 0, 0, 0, 0, 0, 0, 0, 0, -0.1, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, -3.7, 0, -2.3, 0, 0, 0, 0, 3.2}",-0.836,0.104,0.571,0.325,0
"shaleen surtie richards death has left mzansi heartbroken","{0, 0, 0, -2.9, 0, 0, 0, -3.3}",-0.848,0,0.423,0.577,0
"researchers at an eastern congolese volcano observatory on saturday said they could have predicted the deadly eruption of mount nyiragongo in may if their work had not been impeded by alleged mismanagement and embezzlement","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"year old kwazulu natal man was beaten to death on saturday allegedly by a group of youngsters who accused him of witchcraft","{0, 0, 0, 0, 0, 0, -1.8, 0, -2.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0}",-0.836,0,0.681,0.319,0
"benni mccarthy bagged the premier soccer league psl coach of the season award on sunday","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5, 0, 0}",0.542,0.2,0.8,0,0
"thuso mbedu is proving to be a global sweetheart","{0, 0, 0, 0, 0, 0, 0, 0, 3.3}",0.649,0.35,0.65,0,0
"former free state department of agriculture head peter thabethe was granted bail of r on monday","{0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0}",0.649,0.275,0.725,0,0
"kwazulu natal man attending the funeral of a slain gang member was arrested by the police on sunday for allegedly being in possession of a stolen car","{0, 0, 0, 0, 0, -1.5, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.2, 0}",-0.832,0,0.732,0.268,0
"refer to limits i’m referring to that magical envelope where you as a driver start becoming acutely aware of the forces carrying your speed and momentum","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"president harry truman about politics and corruption","{0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"itu khune is a proud father of two","{0, 0, 0, 0, 2.1, 0, 0, 0}",0.477,0.307,0.693,0,0
"celebs and their fans are strangers","{0, 0, 0, 0, 0, 0}",0,0,1,0,0
"male biker was killed after he lost control of his motorbike on the n before falling over the barrier onto pretoria road in silverton on sunday afternoon","{0, 0, 0, -3.5, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, -0.6, 0, 0, -0.5, 0, 0, 0, 0, 0, 0, 0, 0}",-0.836,0,0.699,0.301,0
"former mpumalanga police officer is set to appear in the standerton magistrate’s court on monday after he handed himself over to police and allegedly confessed to murdering his year old girlfriend","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.3, 0, 0, 0, 0}",-0.649,0,0.875,0.125,0
"the veteran actress management confirmed the news on monday morning","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"the islamic state west african province iswap militant group said in an audio recording heard by reuters on sunday that abubakar shekau leader of rival nigerian militant islamist group boko haram was dead","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.3}",-0.649,0,0.882,0.118,0
"father and son died in a weekend blaze in bethelsdorp said eastern cape police","{0, 0, 0, -2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.557,0,0.783,0.217,0
"the peter shalulile fairytale continued after the mamelodi sundowns striker was named footballer of the season and dstv premiership player’s player of the season at the on sunday night","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"an ekurhuleni family is in shock after the assassination style murder of teboho makhoa by unknown men who fired bullets into his vehicle","{0, 0, 0, 0, 0, -1.6, 0, 0, -2.9, 0, -3.7, 0, 0, 0, 0, 0, 0, 0, -2.6, 0, 0, 0, 0}",-0.941,0,0.562,0.438,0
"communicare a non profit organisation that manages social housing projects expressed concern about an increase in hijackings of properties it owns","{0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0}",0.637,0.215,0.785,0,0
"the comedian says people are often surprised to find out he speaks fluent dutch","{0, 1.6, 0, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0}",0.542,0.273,0.727,0,0
"home and décor trends special edition is on shelf to discover the latest décor design and home tech trends get your copy today the annual magazine is available now at all major retail outlets and online at and","{0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.402,0.068,0.932,0,0
"congratulatory messages have been pouring in for mineral resources and energy minister gwede mantashe after he obtained his master of business administration","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.273,0.091,0.909,0,0
"youtube personality logan paul produced a rocky style performance going the distance against unbeaten five division champion floyd mayweather in an exhibition boxing bout on sunday that did not have a winner","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.072}",0.209,0.105,0.811,0.083,0
"customers can make a deposit of up to r at pick n pay stores and r at shoprite stores","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.4, 0, 0, 0, 0, 0, 0}",-0.103,0,0.928,0.072,0
"the red berets issued a statement conveying condolences","{0, -2, 0, 0, 0, 0, 0, 0}",-0.459,0,0.7,0.3,0
"coronavirus updates","{0, 0}",0,0,1,0,0
"here are the rules for titles to be dished out in the british royal family","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"the little girl is not the only british royal to be born on american soil","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"though prince harry and meghan markles daughter was born on friday the pair took a lilibet of time to share their happy news with the public","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 2.7, 0, 0, 0, 0}",0.71,0.197,0.803,0,0
"public protector’s counsel dali mpofu argues impeachment process is a ‘legal impossibility’ parliament begs to differ","{0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.382,0,0.852,0.148,0
"tongs are selling like hotcakes – just one indication that we’ve become more willing to interact with the reptiles","{0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.361,0.122,0.878,0,0
"king misuzulu has the unenviable task of uniting a fractured zulu royal family and making sure his kingdom prospers","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0}",0.318,0.113,0.887,0,0
"joshua ministries said on sunday the nigerian evangelist has died at the age of a week before his birthday","{0, 0, 0, 0, 0, 0, 0, 0, 0, -2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.557,0,0.833,0.167,0
"gang targeting motorists with spikes placed across the road forcing drivers to stop before the vehicles occupants are robbed was foiled by gauteng traffic police","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.296,0,0.916,0.084,0
"has any electricity at all","{0, 0, 0, 0, 0}",0,0,1,0,0
"residents of lithuanias capital and polands lublin can now see each other going about their daily lives in real time thanks to a portal sending live video to one anothers cities","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.44,0.088,0.912,0,0
"two opposition parties in somalias breakaway somaliland region won a majority of seats in the regions first parliamentary election in years the national electoral commission said on sunday","{0, 0, 1.7, 0, 0, 0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.751,0.198,0.802,0,0
"watch as a heavy rain downpour turns streets of reims france into rivers","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"rider miguel oliveira fended off yamahas fabio quartararo in an intense battle to claim his first win of the season at the catalunya grand prix in barcelona on sunday","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, -1.6, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0}",0.67,0.227,0.7,0.073,0
"tour to handle if it escalates further adding his representative has already spoken to officials","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"tamara zidansek became the first woman from slovenia to reach the singles quarter finals of a grand slam on sunday with a victory over unseeded romanian sorana cirstea at the french open","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 2, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.128,0.115,0.812,0.073,0
"the peter shalulile fairytale continued after the mamelodi sundowns striker was named footballer of the season and dstv premiership player’s player of the season at the on sunday night","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"the fact that salga continues to draw a line in the negotiations insisting on a below inflation increase and a total freeze on workers benefits is indication that parties in the bargaining council are far apart from each other says samwu","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0.493, 0, 0, 1.6, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.796,0.197,0.803,0,0
"serena williams’ wait for a record equalling th grand slam singles title goes on after the american was beaten by an inspired elena rybakina in the french open fourth round on sunday","{0, 0, 0, 0, 0, 0, 0, 0, 2, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.202,0.157,0.707,0.136,0
"police caught a suspect in a knife attack that killed six people and injured on saturday in the eastern chinese city of anqing local authorities said on sunday","{0, 0, 0, -1.2, 0, 0, 0, -2.1, 0, -3.5, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.91,0,0.658,0.342,0
"an independent probe has recommended that two staff members of the robben island museum rim face a disciplinary hearing","{0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.202,0.091,0.909,0,0
"social media giant indefinitely a move criticised by rights campaigners and diplomats as a gag on free speech","{0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 2.3, 0}",-0.226,0.14,0.638,0.221,0
"authorities are dealing with an underground phenomenon that has the potential to “totally destabilise the zimbabwean economy” deputy finance minister clemence chiduwa said","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"twelve people were injured five of whom are in a serious condition after a taxi crashed into a wall in randburg johannesburg on sunday afternoon","{0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, -0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.459,0,0.852,0.148,0
"must admit being a mom can get overwhelming said omuhle","{0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0}",0.202,0.167,0.833,0,0
"according to wiki miss universe is george beanie tunji","{0, 0, 0, -0.6, 0, 0, 0, 0, 0}",-0.153,0,0.833,0.167,0
"row has erupted at the khanyisa school for the blind in kwadwesi gqeberha as the cook allegedly keeps burning the food which pupils refuse to eat","{0, 0, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0}",-0.599,0,0.83,0.17,0
"coronavirus updates","{0, 0}",0,0,1,0,0
"meghan britains duchess of sussex has given birth to her second child a baby girl who she and husband prince harry have named after queen elizabeth and his late mother princess diana","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"police in kwazulu natal have arrested four suspected members of a gang terrorising residents of pietermaritzburg and surrounding areas","{0, 0, 0, 0, 0, -2.1, 0, -0.9, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0}",-0.84,0,0.64,0.36,0
"police in kwazulu natal are investigating a case of malicious damage to property after heavy machinery was allegedly set alight at richards bay minerals rbm","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.494,0,0.882,0.118,0
"these glasses developed by an egyptian engineer use augmented reality to translate speech into sign language in an effort to develop a tool for the hearing impaired","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"former world number one roger federer who is targeting a record st grand slam title at wimbledon withdrew from the french open on sunday a day after winning a tough third round match opting to save himself for the grass court season","{0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 0, -0.5, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0}",0.778,0.214,0.706,0.08,0
"mexican sergio perez won a dramatic stopped and re started azerbaijan grand prix for red bull on sunday after a tyre blowout denied team mate max verstappen victory and lewis hamilton failed to score","{0, 0, 0, 2.7, 0, 0, -0.9, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.9, 0, 0, 0, 0, 0, 0, 0, 0, -2.3, 0, 0}",-0.103,0.153,0.662,0.185,0
"football association safa made him a “big offer” to coach bafana bafana","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"candy is taking her power back","{0, 0, 0, 0, 0, 0}",0,0,1,0,0
"mexican sergio perez won a dramatic stopped and re started azerbaijan grand prix for red bull on sunday after a tyre blowout denied team mate max verstappen victory and lewis hamilton failed to score","{0, 0, 0, 2.7, 0, 0, -0.9, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.9, 0, 0, 0, 0, 0, 0, 0, 0, -2.3, 0, 0}",-0.103,0.153,0.662,0.185,0
"businessman whose helicopter crashed into the vaal dam was able to escape from the wreckage but died after his aircraft sank in m of water","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.35, 0, 0, 0, 0, -3.9, 0, 0, 0, 0, 0, 0, 0, 0}",-0.676,0.046,0.786,0.168,1
"the azerbaijan formula one grand prix was halted three laps from the end on sunday after red bulls championship leader max verstappen crashed while heading for victory","{0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0}",0.71,0.191,0.809,0,0
"chippa uniteds descent into the ignominy of the premier soccer leagues psl relegation playoffs at the weekend will not come as a surprise to those who watched notoriously trigger happy club owner siviwe chippa mpengesi go through a succession of","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0}",0.765,0.17,0.83,0,0
"the queen actress has a heart of gold","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"it seems like its truly water under the bridge between sbahles parents","{0, 0, 1.5, 0, 1.9, 0, 0, 0, 0, 0, 0, 0}",0.66,0.351,0.649,0,0
"kwazulu natal has vaccinated people in the province and it plans to begin the vaccination of teachers from wednesday premier sihle zikalala said on sunday","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"springboks coach jacques nienaber says reputations will not count for much when the teams to play against georgia‚ and the british and irish lions are selected","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.34,0.088,0.912,0,0
"the couple are about to become parents for the first time they announced on social media","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"britains four time olympic champion mo farah is in danger of missing out on the tokyo games after falling short of the metres qualifying mark at a meet in birmingham on saturday","{0, 0, 0, 0, 2.9, 0, 0, 0, 0, -2.4, 0, -1.2, 0, 0, 0, 0, 0, 0, -0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.318,0.1,0.716,0.184,0
"public works and infrastructure minister patricia de lille has tested positive for covid she said on sunday","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6, 0, 0, 0, 0, 0, 0}",0.557,0.184,0.816,0,0
"rafael nadal novak djokovic and roger federer have left their rivals just a few crumbs over the years but a trio of hungry italians will be eager to hunt them down in the fourth round of the french open on monday","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.502,0.075,0.925,0,1
"senegal could begin producing covid vaccines next year under an agreement with belgian biotech group univercells aimed at boosting africas drug manufacturing ambitions says a source involved in funding the project","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.681,0.162,0.838,0,0
"floyd mayweather will give up nearly pounds kg to youtube personality logan paul when they step into the ring for their exhibition fight at hard rock stadium in miami on sunday but that is the only thing the undefeated five weight division champ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.8, 0, -0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.15}",0.485,0.088,0.848,0.064,1
"roger federer has said he will assess his further participation in the ongoing french open after a gruelling win over germanys dominik koepfer on an empty court philippe chatrier in saturdays night match","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, -0.8, 0, 0, 0, 0, 0, 0, 0}",0.459,0.104,0.847,0.049,0
"there are people in hospital for covid in gauteng the health department said on sunday","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"gang targeting motorists with spikes placed across the road forcing the driver to stop before the vehicles occupants are robbed was foiled by gauteng traffic police","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.296,0,0.919,0.081,0
"when year old pathe ouedraogo left his burkina faso village in in search of a better life in neighbouring ivory coast his dream was to return with a bicycle and a transistor radio to prove he had made it","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.599,0.117,0.883,0,0
"marton aszalos a young hungarian ambulance paramedic and vet eniko tokacs mathe had to cancel their wedding twice during the pandemic and are finally getting ready for their big day this summer as covid restrictions are lifted","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.128,0.063,0.886,0.051,0
"pope francis met with both vatican based canadian cardinals on saturday as their country reels from the discovery of the remains of children at a former school for indigenous students run by the catholic church","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"zinhle","{0}",0,0,1,0,0
"joshua of the synagogue church of all nations who has died in nigeria aged","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.6, 0, 0, 0}",-0.557,0,0.783,0.217,0
"gauteng spent r m on its classroom sanitisation programme last year but the spending was largely unnecessary","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,1
